yil;ay;otorite_adi;istasyon_adi;tekil_yolcu_sayisi;toplam_yolculuk_sayisi
2024;3;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Kartal;19838;52770
2024;4;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Sirkeci-Harem;17674;29949
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BARBAROS;131398;194796
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Kavağı;13176;19437
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Üsküdar;243810;381994
2024;4;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Harem;16398;28136
2024;4;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Yeni Kabataş;7;7
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Arnavutköy;7723;13462
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beşiktaş;35981;53581
2024;4;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Heybeliada;12634;23236
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KINALIADA;19622;34613
2024;4;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Eminönü;155567;241995
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bebek;10743;16762
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;;51103;85933
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Hisarı;12289;21100
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çubuklu;2234;2755
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ayvansaray;2085;3121
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kuzguncuk;261;1020
2024;4;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Burgazada;11656;18825
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;ORTAKOY;36622;59318
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Paşabahçe;1773;3882
2024;4;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;;225;273
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Yeni Kabataş;19;43
2024;4;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Kınalıada;11244;20858
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Sarıyer;20815;35269
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy Yeni;7;7
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;İstinye;8112;13129
2024;4;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Eskihisar;6393;10851
2024;4;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Beykoz;11832;25289
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Emirgan;25265;34410
2024;4;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Çayırbaşı;208073;331073
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Rumeli Kavağı;5191;7359
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;YENI Kabataş;105016;180392
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kandilli;802;1869
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çengelköy;16172;39775
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BOSTANCI;2917;5761
2024;4;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Heybeliada;16955;30980
2024;4;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Karaköy;75332;150036
2024;4;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Topçular;6118;10444
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Küçüksu;10719;24764
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Hasköy;10663;18520
2024;4;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;İstinye;20173;37777
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Karaköy;14465;21170
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beylerbeyi;3679;6693
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;HEYBELIADA;35027;62191
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bostancı;31789;51925
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beykoz;11081;18259
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY ESKI;191220;280577
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Fener;12651;19359
2024;4;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;Çubuklu Arabalı;18230;34377
2024;4;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;;601;679
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KARAKOY;157233;252437
2024;4;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Balon;47288;69879
2024;4;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Beşiktaş;392597;754462
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kanlıca;7048;10065
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kasımpaşa;23689;42450
2024;4;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Üsküdar;49070;90285
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eyüp;30214;43058
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Balat;4671;7076
2024;4;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Kabataş Ahbap İskele;950;1328
2024;4;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Büyükada;46956;79344
2024;4;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Üsküdar;341666;712296
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BURGAZADA;23929;39905
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Yenikapı;2;2
2024;4;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Büyükada;41461;80055
2024;4;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Kartal;47549;91967
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;USKUDAR;100683;154908
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU BOGAZ;88134;150868
2024;4;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;YENI Kabataş;53016;108443
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Sütlüce;5928;9070
2024;4;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Bostancı;81486;141414
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BESIKTAS;21704;34512
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy (Eski);35890;51711
2024;4;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;;197;274
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ortaköy;13379;19812
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eminönü - Üsküdar;184353;285910
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY YENI;210939;358302
2024;4;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Yeniköy;11549;26944
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BUYUKADA;103449;175494
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Büyükdere;3247;4579
2024;4;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU KADIKOY;179031;274551
2024;4;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;;3511;5128
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Fener;11389;17850
2024;5;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;;197;284
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bostancı;25838;46647
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eminönü - Üsküdar;169155;270584
2024;5;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;;1633;1905
2024;5;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Kabataş Ahbap İskele;1824;2500
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bebek;9692;16144
2024;5;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;YENI Kabataş;56743;126162
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beşiktaş;30233;46504
2024;5;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Beşiktaş;380114;802713
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY ESKI;180546;270576
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ayvansaray;1656;2427
2024;5;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Sirkeci-Harem;14565;25931
2024;5;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;;33;33
2024;5;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Üsküdar;336109;779212
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Balat;3780;5922
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KINALIADA;15050;30482
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy Yeni;3;3
2024;5;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;Çubuklu Arabalı;13622;31543
2024;5;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Büyükada;25496;59004
2024;5;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Yeni Kabataş;21;26
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çengelköy;14548;45553
2024;5;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Yeniköy;9724;27283
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Rumeli Kavağı;3938;5755
2024;5;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Harem;14068;24289
2024;5;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Çayırbaşı;182950;302942
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;HEYBELIADA;26703;54095
2024;5;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Eskihisar;5279;9504
2024;5;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Karaköy;67937;152771
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beykoz;9709;17440
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY YENI;199667;358923
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Esenler;86;89
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Sütlüce;5180;8569
2024;5;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;;138;172
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Büyükdere;2938;4131
2024;5;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Eminönü;131984;211510
2024;5;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Bostancı;62004;121637
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kasımpaşa;20064;38923
2024;5;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Kartal;30802;71014
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;İstinye;6618;12086
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Üsküdar;222532;361288
2024;5;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Üsküdar;38056;79782
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çubuklu;1689;2185
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;USKUDAR;92239;153189
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Karaköy;14278;21574
2024;5;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Balon;50177;77514
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;;43088;79821
2024;5;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Kınalıada;9142;20440
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy (Eski);31164;46879
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Yenikapı;1;1
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Aşiyan;2731;3138
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Moda;186;207
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kuzguncuk;346;1279
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Sarıyer;17045;30939
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Yeni Kabataş;8;55
2024;5;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Beykoz;9601;24635
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kandilli;897;2422
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beylerbeyi;3032;6769
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;YENI Kabataş;89376;168992
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Hasköy;7759;14496
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Arnavutköy;7334;13871
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eyüp;23447;33036
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Küçüksu;10195;27981
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU KADIKOY;166583;264126
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KARAKOY;152650;252392
2024;5;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Heybeliada;13258;26819
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ortaköy;13568;21083
2024;5;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Topçular;5021;9214
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;ORTAKOY;35408;60977
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BESIKTAS;17751;31987
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kanlıca;4176;6674
2024;5;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;İstinye;14877;34337
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BOSTANCI;2877;6937
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Kavağı;10619;16135
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BURGAZADA;20359;36274
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Paşabahçe;1730;4419
2024;5;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Heybeliada;8757;19115
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BARBAROS;129077;198433
2024;5;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Büyükada;32830;62567
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BUYUKADA;80901;148729
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Hisarı;10238;19988
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Emirgan;9873;14444
2024;5;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Burgazada;9429;16488
2024;5;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU BOGAZ;78010;144122
2024;6;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;İstinye;14802;28845
2024;6;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Topçular;6465;10618
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU KADIKOY;168179;261886
2024;6;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;Çubuklu Arabalı;13865;27269
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BESIKTAS;19314;30824
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Hisarı;10376;17798
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eminönü - Üsküdar;174470;274528
2024;6;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Heybeliada;27931;47663
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beykoz;11923;19036
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Karaköy;11696;16726
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eyüp;28487;40928
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KARAKOY;147063;235516
2024;6;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Yeni Kabataş;13;19
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Sarıyer;23772;39410
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kuzguncuk;291;920
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU BOGAZ;83474;144458
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY ESKI;182509;265063
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Emirgan;10583;15799
2024;6;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Üsküdar;43600;80455
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;YENI Kabataş;144176;243076
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy (Eski);59351;84602
2024;6;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Üsküdar;324695;653987
2024;6;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Büyükada;50268;94360
2024;6;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Beykoz;11041;23958
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ayvansaray;2120;3211
2024;6;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Karaköy;65598;131521
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Yenikapı;5;6
2024;6;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Balon;42223;60681
2024;6;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Heybeliada;21711;37181
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy Yeni;4;4
2024;6;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Kartal;65532;119852
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;USKUDAR;98659;152412
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kanlıca;5388;7935
2024;6;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Beşiktaş;374259;690041
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BURGAZADA;40889;65571
2024;6;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Bostancı;123137;222939
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BARBAROS;125251;182606
2024;6;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Eminönü;148170;230522
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Balat;4334;6374
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KINALIADA;51471;90316
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Arnavutköy;6155;10634
2024;6;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;;3346;5173
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ortaköy;12720;19287
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Yeni Kabataş;387;536
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beylerbeyi;3081;5813
2024;6;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;YENI Kabataş;47670;97723
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;HEYBELIADA;58854;94611
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Fener;11208;17334
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BOSTANCI;3165;6226
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY YENI;199616;335847
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BUYUKADA;132754;221599
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çubuklu;1654;2159
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kasımpaşa;20649;37731
2024;6;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Eskihisar;7092;11420
2024;6;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Bostancı;2;3
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;İstinye;6914;11141
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çengelköy;14124;35057
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kandilli;753;1721
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;;24103;37076
2024;6;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Burgazada;20097;32597
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Rumeli Kavağı;7538;10537
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Aşiyan;26038;45712
2024;6;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Sirkeci-Harem;14905;25233
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;ORTAKOY;31351;51168
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Üsküdar;241390;383225
2024;6;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Harem;14147;23680
2024;6;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Kabataş Ahbap İskele;3;104
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bostancı;43746;66669
2024;6;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Büyükada;54930;94095
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Hasköy;9634;16602
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beşiktaş;39702;60142
2024;6;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Çayırbaşı;192487;305883
2024;6;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;;122;185
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Paşabahçe;1891;3798
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Küçüksu;9162;18621
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Sütlüce;5985;9111
2024;6;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Kavağı;15361;22558
