yil;ay;otorite_adi;istasyon_adi;tekil_yolcu_sayisi;toplam_yolculuk_sayisi
2024;9;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Bostancı;66333;143634
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Paşabahçe;1409;3683
2024;9;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Beşiktaş;290470;596696
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beylerbeyi;2513;5584
2024;9;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ortaköy;10516;16398
2024;9;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Büyükada;22820;54410
2024;9;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;Çubuklu Arabalı;9821;23132
2024;9;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Kabataş Ahbap İskele;1545;2106
2024;9;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Kadıköy;2;2
2024;10;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Eminönü;134264;220682
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;;9816;17163
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Büyükdere;2312;3504
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BESIKTAS;13686;26888
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BOSTANCI;2527;6142
2024;10;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Beykoz;8411;22123
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bebek;7847;13462
2024;10;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;YENI Kabataş;52666;120552
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çubuklu;1073;1454
2024;10;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Büyükada;24757;51274
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy (Eski);19675;32530
2024;10;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Beşiktaş;331057;737204
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beylerbeyi;2577;6066
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;YENI Kabataş;70701;143911
2024;10;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Heybeliada;6602;16742
2024;10;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Yeniköy;8377;24385
2024;10;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;Çubuklu Arabalı;11073;27615
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Balat;3692;6208
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beykoz;8263;15676
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY YENI;183041;336597
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Moda;1959;3143
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eminönü - Üsküdar;147316;241956
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kandilli;654;1692
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Üsküdar;207137;344018
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;HEYBELIADA;17546;43545
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bostancı;18567;34186
2024;10;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Burgazada;8209;14940
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;USKUDAR;77095;136579
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY ESKI;144847;228399
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Paşabahçe;1409;3917
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çengelköy;12313;43034
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Hisarı;8472;18954
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BUYUKADA;56434;111533
2024;10;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Büyükada;19398;49819
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU BOGAZ;66627;129427
2024;10;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Harem;13433;23688
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eyüp;21841;31730
2024;10;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Topçular;4774;9679
2024;10;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Heybeliada;10136;22914
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Karaköy;13421;19781
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy Yeni;3;3
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beşiktaş;24599;38555
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KINALIADA;11530;28126
2024;10;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Sirkeci-Harem;13470;23976
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Kavağı;8638;13589
2024;10;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;İstinye;11946;30913
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kuzguncuk;290;1266
2024;10;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Kartal;23422;60189
2024;10;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Kınalıada;8599;19830
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BARBAROS;96225;154630
2024;10;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Eskihisar;5004;10008
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Sütlüce;6263;10895
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ortaköy;11311;18200
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Küçüksu;9069;30677
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kasımpaşa;18273;36773
2024;10;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Bostancı;50954;107964
2024;10;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Balon;40151;63930
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BURGAZADA;14578;28923
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;İstinye;5340;9847
2024;10;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Üsküdar;40577;83123
2024;10;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;;213;370
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Aşiyan;24040;61512
2024;10;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Karaköy;65935;146244
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU KADIKOY;142980;235893
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Fener;9863;16621
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Rumeli Kavağı;3675;5618
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kanlıca;3203;5269
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KARAKOY;144530;240099
2024;10;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Kabataş Ahbap İskele;817;984
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Emirgan;6787;10247
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Sarıyer;15026;27954
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ayvansaray;1414;2202
2024;10;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Üsküdar;293951;719247
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;ORTAKOY;30635;55016
2024;10;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Çayırbaşı;173090;290902
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Hasköy;7957;15651
2024;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Arnavutköy;5426;10464
2024;11;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Burgazada;3965;8515
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bostancı;11883;24969
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beşiktaş;17773;28011
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Hisarı;6443;15028
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;USKUDAR;62012;112602
2024;11;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Beşiktaş;288598;648275
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;YENI Kabataş;49976;105768
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy (Eski);11033;20298
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;ORTAKOY;25056;45931
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Paşabahçe;1122;3594
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eminönü - Üsküdar;122454;202490
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KINALIADA;5216;15251
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Aşiyan;18824;47746
2024;11;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;Çubuklu Arabalı;9543;25601
2024;11;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Eminönü;106346;177794
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kanlıca;2113;3865
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Üsküdar;171399;287658
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Küçüksu;7358;24899
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY YENI;158303;292816
2024;11;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Bostancı;30120;70511
2024;11;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Heybeliada;6751;17443
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çengelköy;10413;39369
2024;11;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Büyükada;15740;35802
2024;11;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Üsküdar;255103;640188
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beylerbeyi;1994;5244
2024;11;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;;1372;1518
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU BOGAZ;53447;106560
2024;11;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Eskihisar;4615;9231
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy Yeni;3;3
2024;11;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Çayırbaşı;132566;224379
2024;11;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Sirkeci-Harem;11534;20592
2024;11;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Kartal;15467;44819
2024;11;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Büyükada;12902;37261
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;İstinye;4087;8095
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kandilli;575;1507
2024;11;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;YENI Kabataş;45156;107077
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Büyükdere;1855;2764
2024;11;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Kabataş Ahbap İskele;1422;2117
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Arnavutköy;4502;8912
2024;11;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Karaköy;54147;122086
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;;5875;11201
2024;11;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Heybeliada;4277;11969
2024;11;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Harem;11423;20081
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU KADIKOY;119291;194772
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Rumeli Kavağı;2068;3531
2024;11;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Kınalıada;4000;10256
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BUYUKADA;32752;75543
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Sarıyer;10592;21331
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BURGAZADA;6589;16379
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY ESKI;122381;190790
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kasımpaşa;15927;32409
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bebek;7564;12562
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kuzguncuk;259;1059
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Fener;8112;13511
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Moda;1395;2253
2024;11;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Balon;34037;55108
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Kavağı;5218;9072
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ayvansaray;1080;1767
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çubuklu;728;1013
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;HEYBELIADA;10145;30456
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Balat;3005;5112
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Sütlüce;6364;10969
2024;11;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Üsküdar;31150;67986
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Karaköy;11561;17615
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beykoz;6048;12682
2024;11;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;İstinye;10631;28536
2024;11;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Beykoz;6940;19983
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BARBAROS;86133;137018
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BOSTANCI;1792;4926
2024;11;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Yeniköy;7237;22216
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eyüp;16344;23637
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BESIKTAS;10777;22201
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ortaköy;9219;14900
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KARAKOY;117844;194309
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Hasköy;6818;13777
2024;11;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Topçular;4403;8949
2024;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Emirgan;4520;6982
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ayvansaray;915;1523
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kandilli;531;1532
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Küçüksu;6950;26310
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KINALIADA;3517;12470
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;HEYBELIADA;8279;29206
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Arnavutköy;3871;8250
2024;12;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Burgazada;2885;7419
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kanlıca;1806;3588
2024;12;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Sirkeci-Harem;10432;18831
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY ESKI;118140;186569
2024;12;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Eminönü;98811;165883
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Hisarı;6010;15599
2024;12;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Üsküdar;28421;64609
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Moda;1179;1968
2024;12;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Kartal;12862;43703
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;USKUDAR;52718;101552
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Aşiyan;17348;47619
2024;12;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Büyükada;10481;34947
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Kavağı;3670;7102
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eyüp;13152;19534
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy (Eski);8443;16800
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kuzguncuk;248;1078
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Balat;2408;4312
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Emirgan;3544;5804
2024;12;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Bostancı;24550;63932
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BUYUKADA;23934;63794
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Paşabahçe;1043;3614
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beykoz;5325;12168
2024;12;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;Çubuklu Arabalı;9248;26212
2024;12;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Harem;9891;17774
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BURGAZADA;4683;14260
2024;12;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Heybeliada;5642;16209
2024;12;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Beykoz;6412;19951
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bostancı;9590;22247
2024;12;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Yeniköy;6653;22161
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Büyükdere;1523;2334
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KARAKOY;115206;189323
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beşiktaş;15071;24132
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Üsküdar;156406;261853
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BARBAROS;81484;131382
2024;12;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Kabataş Ahbap İskele;979;1359
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;İstinye;3586;7585
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Karaköy;10141;15111
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;;4747;10246
2024;12;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Topçular;4311;8839
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çubuklu;570;909
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çengelköy;9579;40542
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;YENI Kabataş;44118;97684
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU BOGAZ;45607;94924
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Hasköy;6249;13431
2024;12;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Kınalıada;2937;8741
2024;12;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Çayırbaşı;134803;227377
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bebek;6128;10432
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Poyraz;2;2
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BESIKTAS;9290;20362
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kasımpaşa;14660;30806
2024;12;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Karaköy;52651;125574
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU KADIKOY;115533;187116
2024;12;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Üsküdar;240415;625946
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;ORTAKOY;21755;41275
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy Yeni;2;2
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ortaköy;8010;12986
2024;12;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Eskihisar;4472;9152
2024;12;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Heybeliada;3983;12910
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Rumeli Kavağı;1608;2851
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Fener;6889;11863
2024;12;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Beşiktaş;271021;628837
2024;12;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;YENI Kabataş;39871;101881
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eminönü - Üsküdar;112862;185929
2024;12;ISTANBUL SEHIR HATLARI TUR. SAN. VE TIC. AS.;İstinye;10051;28258
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Sarıyer;9326;19907
2024;12;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Balon;33527;54701
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Sütlüce;3903;7812
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY YENI;149060;279367
2024;12;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Büyükada;12557;31767
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BOSTANCI;1635;4986
2024;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beylerbeyi;1677;4695
